CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
01-08-7563-46,,GUATEMALA,MIXCO,CENTRO DE ENSEÑANZA SUPERIOR BILL. EN COMPUTACION CESBIC.,SECCION R LOTE 203 COL EL MILAGRO Z. 6,52935043,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,52935043,, S E C C I O N  R  L O T E  2 0 3  C O L  E L  M I L A G R O  Z .  6 ,CENTRO DE ENSEÑANZA SUPERIOR BILL. EN COMPUTACIÓN CESBIC.
01-08-7571-46,01-609,GUATEMALA,MIXCO,COLEGIO 'PIRAMIDE',"3A. CALLE 3-60, ZONA 8 CIUDAD SAN CRISTOBAL",23041400,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA LUCRECIA MARROQUÍN GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,23041400,," 3 A .  C A L L E  3 - 6 0 ,  Z O N A  8  C I U D A D  S A N  C R I S T O B A L ",COLEGIO PIRAMIDE 
01-08-7583-46,01-410,GUATEMALA,MIXCO,CENTRO EDUCATIVO JUVENIL SUPERACION,6TA. CALLE 5-66 ZONA 1,55988737,CEDWIN EUGENIO CRUZ BUCARO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,55988737,, 6 T A .  C A L L E  5 - 6 6  Z O N A  1 ,CENTRO EDUCATIVO JUVENIL SUPERACION
01-08-7590-46,01-621,GUATEMALA,MIXCO,ACADEMIA E INSTITUTO 'LOURDES',5 AVENIDA 'A' 6-51 ZONA 1 DE MIXCO,"55987951, 53088873",MARTA LUZ BETETA ORTIZ DE JORDAN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,55987951,53088873, 5 A V .  ' A '  6 - 5 1  Z O N A  1  D E  M I X C O ,ACADEMIA E INSTITUTO LOURDES 
01-08-7591-46,01-604,GUATEMALA,MIXCO,COLEGIO INTEGRAL CRISTIANO,"LOTE 8 MANZANA 33, PLANES DE MINERVA, ZONA 11 DE MIXCO",24833823,EMORA EMPERATRIZ CRUZ DE FUENTES,JUAN ANTONIO ORTIZ CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24833823,," L O T E  8  M A N Z A N A  3 3 ,  P L A N E S  D E  M I N E R V A ,  Z O N A  1 1  D E  M I X C O ",COLEGIO INTEGRAL CRISTIANO
01-08-7676-46,01-603,GUATEMALA,MIXCO,COLEGIO MIXTO JUSTO RUFINO BARRIOS,6A. AVE. B 14-40 COLONIA 1O. DE JULIO ZONA 5,24359865,ROSA ALBELIA ARDON DE MOTTA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24359865,, 6 A .  A V E .  B  1 4 - 4 0  C O L O N I A  1 O .  D E  J U L I O  Z O N A  5 ,COLEGIO MIXTO JUSTO RUFINO BARRIOS
01-08-7680-46,01-409,GUATEMALA,MIXCO,COLEGIO BROWN'S (POR MADUREZ),9A. AVE. 7-52 ZONA 3 NUEVA MONSERRAT,24374353 55980275,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24374353,55980275, 9 A .  A V E .  7 - 5 2  Z O N A  3  N U E V A  M O N S E R R A T ,COLEGIO BROWN S (POR MADUREZ)
01-08-7682-46,01-615,GUATEMALA,MIXCO,COLEGIO TECNICO CIENTIFICO,"KM.18.5 CASA NO.41-97 ZONA 6 DE MIXCO, CARRETERA A SAN PEDRO SACATEPEQUEZ",24384480,LILIANA MARINA FLORES JIMENEZ,LIDIA CONSUELO LEMUS VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24384480,," K M . 1 8 . 5  C A S A  N O . 4 1 - 9 7  Z O N A  6  D E  M I X C O ,  C A R R E T E R A  A  S A N  P E D R O  S A C A T E P E Q U E Z ",COLEGIO TÉCNICO CIENTIFICO
01-08-7683-46,01-615,GUATEMALA,MIXCO,COLEGIO TECNICO CIENTIFICO,"KM.18.5 CASA 41-97 ZONA 6 DE MIXCO, CARRETERA A SAN PEDRO SACATEPEQUEZ",24384480,LILIANA MARINA FLORES JIMENEZ,LIDIA CONSUELO LEMUS VELASQUEZ DE TEJEDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24384480,," K M . 1 8 . 5  C A S A  4 1 - 9 7  Z O N A  6  D E  M I X C O ,  C A R R E T E R A  A  S A N  P E D R O  S A C A T E P E Q U E Z ",COLEGIO TÉCNICO CIENTIFICO
01-08-7688-46,01-602,GUATEMALA,MIXCO,CENTRO EDUCATIVO EFICIENCIA,11AV. A 18-58 ZONA 1 ALDEA LO DE COY,24844095,FAJARDO LOPEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24844095,, 1 1 A V .  A  1 8 - 5 8  Z O N A  1  A L D E A  L O  D E  C O Y ,CENTRO EDUCATIVO EFICIENCIA
01-08-7692-46,01-406,GUATEMALA,MIXCO,CENTRO EDUCATIVO EFICIENCIA (POR MADUREZ),ALDEA LO DE COY,5944312-5986774,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, A L D E A  L O  D E  C O Y ,CENTRO EDUCATIVO EFICIENCIA (POR MADUREZ)
01-08-7693-46,01-406,GUATEMALA,MIXCO,CENTRO EDUCATIVO EFICIENCIA,ALDEA LO DE COY,5944312-5986774,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, A L D E A  L O  D E  C O Y ,CENTRO EDUCATIVO EFICIENCIA
01-08-7711-46,01-604,GUATEMALA,MIXCO,COLEGIO TIERRA CULTIVADA (CHICOJ),15 AV. B 3-70 ZONA 4 DE MIXCO COLONIA VALLE DEL SOL,24310038,EMORA EMPERATRIZ CRUZ DE FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24310038,, 1 5  A V .  B  3 - 7 0  Z O N A  4  D E  M I X C O  C O L O N I A  V A L L E  D E L  S O L ,COLEGIO TIERRA CULTIVADA (CHICOJ)
01-08-7766-46,01-603,GUATEMALA,MIXCO,CENTRO EDUCATIVO DE FORMACION INTEGRAL 'EDMUNDO MADRID' CEFIM,39 AVE. 0-95 COLONIA COTIO ZONA 3,24395744,ROSA ALBELIA ARDON DE MOTTA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24395744,, 3 9  A V E .  0 - 9 5  C O L O N I A  C O T I O  Z O N A  3 ,CENTRO EDUCATIVO DE FORMACION INTEGRAL EDMUNDO MADRID CEFIM
01-08-7772-46,,GUATEMALA,MIXCO,"COLEGIO CIENCIA, TRABAJO Y VIRTUD",8A. CALLE 32-71 ZONA 4 COLONIA BOSQUES DE SAN NICOLAS,5943821-5960117,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 8 A .  C A L L E  3 2 - 7 1  Z O N A  4  C O L O N I A  B O S Q U E S  D E  S A N  N I C O L A S ,"COLEGIO CIENCIA, TRABAJO Y VIRTUD"
01-08-7776-46,01-604,GUATEMALA,MIXCO,LICEO COMERCIAL TECNOLOGICO EL RODEO,2A. AVE. 4-95 MONTSERRAT I ZONA 4,24378339,EMORA EMPERATRIZ CRUZ DE FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24378339,, 2 A .  A V E .  4 - 9 5  M O N T S E R R A T  I  Z O N A  4 ,LICEO COMERCIAL TECNOLOGICO EL RODEO
01-08-7781-46,01-412,GUATEMALA,MIXCO,LICEO COMERCIAL TECNOLOGICO EL RODEO,2A. AVE. 4-95 MONTSERRAT I ZONA 4,24378339,JUAN ALBERTO CASTAÑEDA JUAREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24378339,, 2 A .  A V E .  4 - 9 5  M O N T S E R R A T  I  Z O N A  4 ,LICEO COMERCIAL TECNOLOGICO EL RODEO
01-08-7785-46,01-607,GUATEMALA,MIXCO,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 4,7A. AV. 21-24 COLONIA PRIMERO DE JULIO ZONA 5,24358259,OLGA MARINA AJQUEJAY SALOJ DE TUBAC,SANDRA ARACELY GARCÍA AYALA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24358259,, 7 A .  A V .  2 1 - 2 4  C O L O N I A  P R I M E R O  D E  J U L I O  Z O N A  5 ,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 4
01-08-7798-46,01-609,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4A. CALLE 18-50 SECTOR B-6 SAN CRISTOBAL,23279500,SILVIA HORTENSIA GONZALEZ MARTINEZ,JESSICA LORENA PAZ ARDON DE ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,23279500,, 4 A .  C A L L E  1 8 - 5 0  S E C T O R  B - 6  S A N  C R I S T O B A L ,COLEGIO DE INFORMATICA IMB-PC
01-08-7824-46,01-616,GUATEMALA,MIXCO,COLEGIO CATOLICO MIXTO MARIA AUXILIO DE LOS CRISTIANOS,"5A. AVENIDA 10-97, COLONIA SAN FRANCISCO II, ZONA 6",22929284,RENE SAZO NAVICHOQUE,EDILZAR MIRAMON OSORIO MONJARAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,22929284,," 5 A . A V .  1 0 - 9 7 ,  C O L O N I A  S A N  F R A N C I S C O  I I ,  Z O N A  6 ",COLEGIO CATOLICO MIXTO MARIA AUXILIO DE LOS CRISTIANOS
01-08-7850-46,01-604,GUATEMALA,MIXCO,LICEO TECNOLOGICO ANDRE AMPERE,CALZADA SAN JUAN 10-52 ZONA 4 COL. MONTE REAL,24375903,EMORA EMPERATRIZ CRUZ DE FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24375903,, C A L Z A D A  S A N  J U A N  1 0 - 5 2  Z O N A  4  C O L .  M O N T E  R E A L ,LICEO TECNOLOGICO ANDRE AMPERE
01-08-7851-46,01-401,GUATEMALA,MIXCO,LICEO TECNOLOGICO ANDRE AMPERE,CALZADA SAN JUAN 10-52 ZONA 4 COL.MONTE REAL,24375903,IXMUCANE ALDANA VILLAVICENCIO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24375903,, C A L Z A D A  S A N  J U A N  1 0 - 5 2  Z O N A  4  C O L . M O N T E  R E A L ,LICEO TECNOLOGICO ANDRE AMPERE
01-08-7855-46,01-406,GUATEMALA,MIXCO,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,66313297,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,66313297,, 1 A .  C A L L E  1 - 6 3  Z O N A  5 ,INSTITUTO MIXTO NOCTURNO EL ANGEL
01-08-7863-46,01-608,GUATEMALA,MIXCO,LICEO HISPANO GUATEMALTECO,9A. CALLE 7-34 ZONA 3 COLONIA NUEVA MONTSERRAT,24333690,EDGAR ALBERTO SIMON CHALI,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24333690,, 9 A .  C A L L E  7 - 3 4  Z O N A  3  C O L O N I A  N U E V A  M O N T S E R R A T ,LICEO HISPANO GUATEMALTECO
01-08-7876-46,01-616,GUATEMALA,MIXCO,COLEGIO MIXTO 'FORJADOR DE JUVENTUDES',"2A. AVENIDA 12-19, SAN FRANCISCO II, ZONA 6",24845790,RENE SAZO NAVICHOQUE,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24845790,," 2 A . A V .  1 2 - 1 9 ,  S A N  F R A N C I S C O  I I ,  Z O N A  6 ",COLEGIO MIXTO FORJADOR DE JUVENTUDES 
01-08-7878-46,01-410,GUATEMALA,MIXCO,COLEGIO MIXTO FORJADOR DE JUVENTUDES,2AV. 12-44 SAN FRANCISCO II ZONA 6 DE MIXCO,55941274,CEDWIN EUGENIO CRUZ BUCARO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,GUATEMALA OCCIDENTE,55941274,, 2 A V .  1 2 - 4 4  S A N  F R A N C I S C O  I I  Z O N A  6  D E  M I X C O ,COLEGIO MIXTO FORJADOR DE JUVENTUDES
01-08-7879-46,,GUATEMALA,MIXCO,COLEGIO BROWN'S,9A. AV. 7-52 ZONA 3 DE MIXCO COLONIA NUEVA MONTSERRAT,55974353,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,55974353,, 9 A .  A V .  7 - 5 2  Z O N A  3  D E  M I X C O  C O L O N I A  N U E V A  M O N T S E R R A T ,COLEGIO BROWN S
01-08-7883-46,01-615,GUATEMALA,MIXCO,LICEO MIXTO BRIGADA JUVENIL,"BOULEVARD SACOJ GRANDE, 83-55, ZONA 6",24375797,LILIANA MARINA FLORES JIMENEZ,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24375797,," B O U L E V A R D  S A C O J  G R A N D E ,  8 3 - 5 5 ,  Z O N A  6 ",LICEO MIXTO BRIGADA JUVENIL
01-08-7961-46,01-606,GUATEMALA,MIXCO,LICEO VALLE PROMETIDO,19 AV. 26-15 ZONA 11 RESIDENCIALES MINERVA SUR MIXCO,56198115,MARIA ISABEL OLIVA NAJERA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,56198115,, 1 9  A V .  2 6 - 1 5  Z O N A  1 1  R E S I D E N C I A L E S  M I N E R V A  S U R  M I X C O ,LICEO VALLE PROMETIDO
01-08-7969-46,01-603,GUATEMALA,MIXCO,INSTITUTO CATOLICO TECNOLOGICO RIEMANN,"1A.CALLE 10-07, NUEVA MONSERRAT ZONA 3",24328262,ROSA ALBELIA ARDON DE MOTTA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24328262,," 1 A .  C A L L E  1 0 - 0 7 ,  N U E V A  M O N S E R R A T  Z O N A  3 ",INSTITUTO CATOLICO TECNOLOGICO RIEMANN
01-08-7973-46,01-608,GUATEMALA,MIXCO,ESCUELA PARA ADULTOS SPENCER W. KIMBALL,"12 AVENIDA 12-01 ZONA 3, COLONIA NUEVA MONSERRAT",,EDGAR ALBERTO SIMON CHALI,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,GUATEMALA OCCIDENTE,,," 1 2 A V .  1 2 - 0 1  Z O N A  3 ,  C O L O N I A  N U E V A  M O N S E R R A T ",ESCUELA PARA ADULTOS SPENCER W. KIMBALL
01-08-8067-46,01-615,GUATEMALA,MIXCO,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA,33 CALLE A 12-44 LO DE BRAN I ZONA 6,24348229,LILIANA MARINA FLORES JIMENEZ,MARIO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24348229,, 3 3  C A L L E  A  1 2 - 4 4  L O  D E  B R A N  I  Z O N A  6 ,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA
01-08-8081-46,01-604,GUATEMALA,MIXCO,COLEGIO JUAN GERARDI,8A. CALLE 32-71 ZONA 4 COLONIA BOSQUES DE SAN NICOLAS,25092233,EMORA EMPERATRIZ CRUZ DE FUENTES,AURORA LETICIA CASTAÑEDA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,25092233,, 8 A .  C A L L E  3 2 - 7 1  Z O N A  4  C O L O N I A  B O S Q U E S  D E  S A N  N I C O L A S ,COLEGIO JUAN GERARDI
01-08-8099-46,01-409,GUATEMALA,MIXCO,COLEGIO EVANGELICO MIXTO INTEGRAL,"7A. CALLE C 0-39 MONSERRAT I, ZONA 4",24329289,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24329289,," 7 A .  C A L L E  C  0 - 3 9  M O N S E R R A T  I ,  Z O N A  4 ",COLEGIO EVANGELICO MIXTO INTEGRAL
01-08-8229-46,01-406,GUATEMALA,MIXCO,COLEGIO INDOAMERICANO,4AV. B 0-29 ZONA 2 DE MIXCO,24332690,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24332690,, 4 A V .  B  0 - 2 9  Z O N A  2  D E  M I X C O ,COLEGIO INDOAMERICANO
01-08-8248-46,01-412,GUATEMALA,MIXCO,LICEO COMERCIAL TECNOLOGICO EL RODEO,2A. AV. 4-95 MONTSERRAT I ZONA 4,24378339,JUAN ALBERTO CASTAÑEDA JUAREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24378339,, 2 A .  A V .  4 - 9 5  M O N T S E R R A T  I  Z O N A  4 ,LICEO COMERCIAL TECNOLOGICO EL RODEO
01-08-8255-46,01-621,GUATEMALA,MIXCO,COLEGIO SAN LUIS DE FRANCIA,8A. AVENIDA 6-12 ZONA 1 DE MIXCO,24386092,MARTA LUZ BETETA ORTIZ DE JORDAN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24386092,, 8 A . A V .  6 - 1 2  Z O N A  1  D E  M I X C O ,COLEGIO SAN LUIS DE FRANCIA
01-08-8333-46,01-619,GUATEMALA,MIXCO,LICEO MIXTO BILINGUE MILENIO AMERICANO,3ERA. CALLE 5-37 ZONA 3 COLONIA MONSERRAT,24370118,JUAN WALDEMAR CABRERA MENDEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24370118,, 3 E R A .  C A L L E  5 - 3 7  Z O N A  3  C O L O N I A  M O N S E R R A T ,LICEO MIXTO BILINGÜE MILENIO AMERICANO
01-08-8366-46,01-409,GUATEMALA,MIXCO,COLEGIO CENTRO ROSSEL EDUCATIVO,10AV. 9-55 ZONA 3 MIXCO NUEVA MONSERRAT,24325593,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24325593,, 1 0 A V .  9 - 5 5  Z O N A  3  M I X C O  N U E V A  M O N S E R R A T ,COLEGIO CENTRO ROSSEL EDUCATIVO
01-08-8370-46,01-604,GUATEMALA,MIXCO,COLEGIO MIXTO SAN JUAN BOSCO,8 CA. A 22-15 SECTOR 3 Z. 4 MIXCO COLONIA JARDINES DE TULAM ZU.,24375007,EMORA EMPERATRIZ CRUZ DE FUENTES,EVERILDA HERNÁNDEZ MARROQUÍN DE LORENZANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24375007,, 8  C A .  A  2 2 - 1 5  S E C T O R  3  Z .  4  M I X C O  C O L O N I A  J A R D I N E S  D E  T U L A M  Z U . ,COLEGIO MIXTO SAN JUAN BOSCO
01-08-8372-46,01-609,GUATEMALA,MIXCO,COLEGIO MIXTO ESPAÑOL AMERICANO,LOTE 12 MANZANA A SECTOR B-3 BOULEVARD SAN CRISTOBAL ZONA 8,24784211,SILVIA HORTENSIA GONZALEZ MARTINEZ,NORMA VIOLETA VELASQUEZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24784211,, L O T E  1 2  M A N Z A N A  A  S E C T O R  B - 3  B O U L E V A R D  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO MIXTO ESPAÑOL AMERICANO
01-08-8378-46,01-604,GUATEMALA,MIXCO,COLEGIO BILINGUE LOS ANDES,6A. CALLE A 28-75 ZONA 4 COLONIA EL NARANJO,22178787,EMORA EMPERATRIZ CRUZ DE FUENTES,EMMA MARISOL HERRERA ALVARADO DE FAJARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,22178787,, 6 A .  C A L L E  A  2 8 - 7 5  Z O N A  4  C O L O N I A  E L  N A R A N J O ,COLEGIO BILINGÜE LOS ANDES
01-08-8404-46,01-408,GUATEMALA,MIXCO,COLEGIO REAL ESPAÑOL,4A. CALLE 0-05 ZONA 1,44314143,MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,44314143,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,COLEGIO REAL ESPAÑOL
01-08-8405-46,01-408,GUATEMALA,MIXCO,COLEGIO 'REAL ESPAÑOL',4A. CALLE 0-05 ZONA 1,"4431414, 3109992",MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,COLEGIO REAL ESPAÑOL 
01-08-8406-46,01-408,GUATEMALA,MIXCO,COLEGIO 'REAL ESPAÑOL',4A. CALLE 0-05 ZONA 1,"4431414, 3109992",MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,COLEGIO REAL ESPAÑOL 
01-08-8407-46,01-408,GUATEMALA,MIXCO,COLEGIO 'REAL ESPAÑOL',4A. CALLE 0-05 ZONA 1,"4431414, 3109992",MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,COLEGIO REAL ESPAÑOL 
01-08-8414-46,01-603,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,4A. CALLE 0-05 ZONA 1,24431414,ROSA ALBELIA ARDON DE MOTTA,LILIAN YOLANDA RODRIGUEZ PINTO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24431414,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,CENTRO EDUCATIVO DR. MARIANO GALVEZ
01-08-8415-46,01-603,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,4A. CALLE 0-05 ZONA 1,24431414,ROSA ALBELIA ARDON DE MOTTA,LILIAN YOLANDA RODRIGUEZ PINTO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24431414,, 4 A .  C A L L E  0 - 0 5  Z O N A  1 ,CENTRO EDUCATIVO DR. MARIANO GALVEZ
01-08-8431-46,01-621,GUATEMALA,MIXCO,CENTRO EDUCATIVO LINCOLN,1A. CALLE 5-44 ZONA 1,24344718,MARTA LUZ BETETA ORTIZ DE JORDAN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24344718,, 1 A .  C A L L E  5 - 4 4  Z O N A  1 ,CENTRO EDUCATIVO LINCOLN
